lineage	KENYA_30_SAMPLE_POOL_20M.bracken	KENYA_30_SAMPLE_POOL_50M.bracken	KENYA_30_SAMPLE_POOL.bracken	KENYA_POP_POOL_20M.bracken	KENYA_POP_POOL_50M.bracken	UK_30_SAMPLE_POOL_20M.bracken	UK_30_SAMPLE_POOL_50M.bracken	UK_30_SAMPLE_POOL.bracken	UK_POP_POOL_20M.bracken	UK_POP_POOL_50M.bracken
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus;s__Blastococcus sp. PRF04-17	16	25	85	18	48	21	46	158	14	44
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus;s__Blastococcus saxobsidens	16	37	125	30	47	6	22	81	18	37
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Modestobacter;s__Modestobacter sp. L9-4	20	52	175	28	86	30	65	251	27	81
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Modestobacter;s__Modestobacter marinus	13	23	96	25	49	24	66	256	18	39
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus obscurus	13	34	126	36	63	17	41	150	18	65
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Frankiales;f__Frankiaceae;g__Frankia;s__Frankia sp. QA3	11	26	97	20	22	32	65	213	22	60
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Frankiales;f__Frankiaceae;g__Frankia;s__Frankia sp. ArI3	10	15	62	9	20	8	25	95	15	45
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Frankiales;f__Frankiaceae;g__Frankia;s__Frankia alni	10	23	80	17	32	13	36	138	17	54
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Frankiales;f__Frankiaceae;g__Frankia;s__Frankia casuarinae	9	26	103	20	54	25	71	241	26	70
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Frankiales;f__Frankiaceae;g__Pseudofrankia;s__Pseudofrankia inefficax	14	40	143	22	40	17	58	195	24	65
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Frankiales;f__Frankiaceae;g__Protofrankia;s__Candidatus Protofrankia datiscae	7	23	78	15	24	15	29	110	17	42
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Candidatus Nanopelagicales;f__Candidatus Nanopelagicaceae;g__Planktophila;s__Candidatus Planktophila versatilis	16	24	97	19	74	6	28	109	13	28
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Candidatus Nanopelagicales;f__Candidatus Nanopelagicaceae;g__Planktophila;s__Candidatus Planktophila lacus	13	21	99	27	52	9	22	64	12	28
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Candidatus Nanopelagicales;f__Candidatus Nanopelagicaceae;g__Planktophila;s__Candidatus Planktophila limnetica	5	10	46	27	66	6	24	84	15	34
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Candidatus Nanopelagicales;f__Candidatus Nanopelagicaceae;g__Planktophila;s__Candidatus Planktophila sulfonica	5	15	39	12	38	17	30	125	10	21
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Candidatus Nanopelagicales;f__Candidatus Nanopelagicaceae;g__Planktophila;s__Candidatus Planktophila dulcis	4	9	53	20	34	5	30	104	17	42
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Candidatus Nanopelagicales;f__Candidatus Nanopelagicaceae;g__Planktophila;s__Candidatus Planktophila vernalis	3	14	47	11	23	3	11	45	4	14
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Candidatus Nanopelagicales;f__Candidatus Nanopelagicaceae;g__Nanopelagicus;s__Candidatus Nanopelagicus abundans	4	9	26	10	23	1	5	31	2	3
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Candidatus Nanopelagicales;f__Candidatus Nanopelagicaceae;g__Nanopelagicus;s__Candidatus Nanopelagicus limnes	2	12	28	9	17	6	12	45	7	16
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Candidatus Nanopelagicales;f__Candidatus Nanopelagicaceae;g__Nanopelagicus;s__Candidatus Nanopelagicus hibericus	2	11	33	2	10	2	12	35	6	12
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jiangellales;f__Jiangellaceae;g__Jiangella;s__Jiangella sp. DSM 45060	19	42	133	17	42	30	85	287	27	75
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jiangellales;f__Jiangellaceae;g__Jiangella;s__Jiangella alkaliphila	17	25	113	29	76	24	67	233	27	86
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella panacisegetis	12	16	69	12	30	18	36	141	27	52
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella multipartita	8	17	77	18	45	8	39	131	27	57
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella antarctica	6	26	85	26	66	18	23	96	23	58
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella sp. PAMC28650	4	15	49	5	22	11	23	81	15	35
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Catenulisporales;f__Catenulisporaceae;g__Catenulispora;s__Catenulispora acidiphila	18	40	148	13	46	36	73	255	42	110
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jatrophihabitantales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__Jatrophihabitans telluris	9	13	68	6	22	19	37	140	16	24
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jatrophihabitantales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__Jatrophihabitans sp. GAS493	4	11	52	4	14	6	14	62	8	24
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jatrophihabitantales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__Jatrophihabitans sp. SB3-54	4	19	63	8	22	10	22	88	22	33
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Glycomycetales;f__Glycomycetaceae;g__Stackebrandtia;s__Stackebrandtia nassauensis	8	15	96	4	31	20	57	187	20	40
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Glycomycetales;f__Glycomycetaceae;g__Natronoglycomyces;s__Natronoglycomyces albus	6	27	91	18	53	18	30	125	11	35
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Acidothermales;f__Acidothermaceae;g__Acidothermus;s__Acidothermus cellulolyticus	8	27	111	32	75	40	108	354	28	66
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kineosporiales;f__Kineosporiaceae;g__Kineococcus;s__Kineococcus radiotolerans	6	31	93	18	39	22	51	162	20	68
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinopolysporales;f__Actinopolysporaceae;g__Actinopolyspora;s__Actinopolyspora erythraea	5	16	68	12	38	7	16	69	10	32
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Sporichthyales;f__Sporichthyaceae;g__Epidermidibacterium;s__Epidermidibacterium keratini	2	16	72	18	56	10	30	120	17	44
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	38598	96617	358496	34975	87203	20538	51362	184701	19483	48384
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella stercoris	826	1942	7558	481	1273	233	590	2089	239	570
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. zg1085	69	167	664	62	164	28	70	276	74	145
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Coriobacterium;s__Coriobacterium glomerans	112	290	1008	57	186	60	162	566	76	179
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella massiliensis	762	1959	7304	1066	2802	224	558	1891	267	606
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella catena	604	1537	5543	846	2153	146	360	1303	452	1061
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella timonensis	493	1219	4654	410	1115	2066	5096	18093	722	1960
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella uli	272	648	2531	311	797	92	295	1032	363	889
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella sp. oral taxon 807	136	301	1235	125	314	101	270	955	142	337
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parafannyhessea;s__Parafannyhessea umbonata	359	838	3120	293	726	211	473	1826	252	626
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella parvula	242	578	2233	594	1461	63	138	563	493	1224
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp. Marseille-Q7238	53	114	436	84	176	42	108	384	819	1986
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Thermophilibacter;s__Thermophilibacter immobilis	312	885	3203	322	725	230	562	2109	214	553
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Leptogranulimonas;s__Leptogranulimonas caecicola	87	248	974	129	307	86	183	625	108	268
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium sp. oral taxon 416	76	237	878	97	230	88	215	821	122	345
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	2980	7283	27418	5270	12858	6399	16047	57662	5858	14966
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella guodeyinii	197	486	1726	227	628	142	287	1103	152	417
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella sp. YY7918	110	300	1182	120	325	99	255	909	125	339
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter urolithinfaciens	473	1129	4167	285	722	135	382	1255	335	781
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	359	883	3253	508	1216	334	820	3055	417	997
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	176	426	1612	323	784	224	551	1897	716	1813
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia hattorii	107	270	912	131	308	239	589	2015	318	827
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Berryella;s__Berryella intestinalis	161	381	1449	198	483	413	1035	3640	731	1904
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Berryella;s__Berryella wangjianweii	104	232	919	128	286	68	166	653	124	247
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Arabiibacter;s__Arabiibacter massiliensis	182	479	1713	200	531	101	270	905	145	378
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Raoultibacter;s__Raoultibacter timonensis	136	370	1391	141	385	85	216	787	133	311
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia;s__Slackia heliotrinireducens	131	373	1313	158	394	117	262	987	207	501
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Xiamenia;s__Xiamenia xianingshaonis	114	293	1121	136	355	77	202	678	137	313
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Denitrobacterium;s__Denitrobacterium detoxificans	97	253	931	118	283	83	203	696	91	268
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Phoenicibacter;s__Phoenicibacter congonensis	18	63	259	49	120	34	76	302	50	110
k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Cryptobacterium;s__Cryptobacterium curtum	17	37	144	73	165	15	37	156	24	59
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;s__Conexibacter sp. SYSU D00693	17	29	154	20	53	23	58	132	25	65
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;s__Conexibacter sp. DBS9H8	8	27	97	11	42	11	23	89	11	41
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;s__Conexibacter sp. S30A1	5	29	91	17	45	15	41	150	19	59
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;s__Conexibacter woesei	10	43	138	35	82	20	46	170	23	67
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Capillimicrobiaceae;g__Capillimicrobium;s__Capillimicrobium parvum	12	34	118	43	87	25	68	252	32	95
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Paraconexibacteraceae;g__Paraconexibacter;s__Paraconexibacter antarcticus	6	40	123	19	46	15	39	136	19	41
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae;g__Miltoncostaea;s__Miltoncostaea oceani	22	36	135	21	46	19	57	212	25	72
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae;g__Miltoncostaea;s__Miltoncostaea marina	12	23	106	9	30	28	69	218	23	53
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Thermoleophilales;f__Thermoleophilaceae;g__Thermoleophilum;s__Thermoleophilum album	5	14	55	10	25	10	19	66	12	15
k__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__Rubrobacter marinus	20	49	165	23	84	50	105	425	28	75
k__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__Rubrobacter xylanophilus	15	42	164	34	116	42	73	344	39	119
k__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__Rubrobacter radiotolerans	11	29	105	18	59	20	59	190	16	52
k__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__Rubrobacter tropicus	13	18	95	24	57	13	58	169	29	46
k__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__Rubrobacter indicoceani	10	17	67	12	35	8	18	66	16	35
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Baekduiaceae;g__Baekduia;s__Baekduia alba	16	32	126	20	65	14	36	146	20	55
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Baekduiaceae;g__Baekduia;s__Baekduia soli	11	35	125	18	44	20	63	183	23	69
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Aquihabitans;s__Aquihabitans sp. G128	18	36	119	11	46	13	30	138	13	54
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Dermatobacter;s__Dermatobacter hominis	15	24	109	13	36	17	45	160	31	66
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia;s__Iamia majanohamensis	14	23	101	20	43	12	36	163	25	58
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia;s__Iamia sp. SCSIO 61187	12	24	99	28	64	34	38	159	38	84
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Actinomarinicola;s__Actinomarinicola tropica	9	26	79	18	39	12	28	97	11	35
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidimicrobium;s__Acidimicrobium ferrooxidans	8	12	54	5	18	6	20	64	12	26
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__Ilumatobacter coccineus	4	21	77	8	29	16	33	130	21	34
k__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Egibacterales;f__Egibacteraceae;g__Egibacter;s__Egibacter rhizosphaerae	14	22	75	19	30	16	29	129	21	49
k__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Egicoccales;f__Egicoccaceae;g__Egicoccus;s__Egicoccus halophilus	11	22	75	12	26	12	31	121	15	33
k__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__Euzebya;s__Euzebya pacifica	10	29	105	23	66	18	57	220	23	72
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus thermophilus	15146	37450	139571	43569	108536	30164	75449	269227	88135	220185
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus parvatiensis	26	90	287	66	204	52	146	490	169	405
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus sp. CCB_US3_UF1	14	28	102	20	53	18	49	188	47	100
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus sp. NEB1569	5	4	25	3	10	7	19	47	9	36
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus sp. PS18	1	5	19	3	6	7	9	32	6	14
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus brockianus	15	44	143	50	99	44	69	289	63	163
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus aquaticus	12	32	115	28	88	37	77	249	71	154
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus scotoductus	6	4	30	3	9	2	12	41	10	24
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus oshimai	4	16	53	20	47	14	49	162	34	88
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus antranikianii	4	12	35	7	26	5	13	50	35	74
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus caldilimi	6	12	43	9	36	9	20	92	20	65
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus;s__Meiothermus taiwanensis	9	14	54	11	30	10	24	104	26	52
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus;s__Meiothermus ruber	5	14	40	5	12	12	52	150	14	41
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Oceanithermus;s__Oceanithermus profundus	10	29	81	8	28	5	32	106	15	34
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Allomeiothermus;s__Allomeiothermus silvanus	5	23	78	8	34	16	35	102	24	44
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Marinithermus;s__Marinithermus hydrothermalis	3	11	50	11	24	12	32	122	17	42
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp. AJ005	12	28	80	9	44	14	21	119	30	60
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp. NW-56	6	31	89	9	34	12	25	85	21	46
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus taeanensis	6	14	59	9	23	4	25	70	16	45
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp. KNUC1210	4	21	67	10	26	12	45	133	23	57
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp. QL22	3	15	46	7	22	6	20	91	15	32
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus maricopensis	21	35	126	15	49	17	48	188	22	70
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus actinosclerus	29	80	250	18	53	13	45	138	33	87
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus gobiensis	12	29	94	21	34	9	34	117	12	58
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus wulumuqiensis	18	44	169	58	102	55	120	352	49	135
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus deserti	11	26	69	7	25	12	41	129	9	30
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus aquaticus	12	27	102	18	38	25	55	167	23	57
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus irradiatisoli	10	26	79	13	28	8	37	109	18	46
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus geothermalis	13	37	115	23	32	13	30	108	21	41
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus aetherius	10	28	94	10	22	10	29	126	29	47
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus metallilatus	11	37	107	6	32	19	56	156	27	78
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus ficus	9	18	79	15	22	10	26	106	20	53
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus radiodurans	12	21	87	12	30	16	57	538	20	79
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus peraridilitoris	7	21	67	4	23	12	34	105	21	40
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus proteolyticus	10	47	121	22	63	18	67	168	29	74
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus rubellus	5	19	67	8	31	8	44	124	19	47
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus psychrotolerans	5	17	55	6	10	5	25	91	11	17
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus radiophilus	6	16	60	10	26	8	26	60	13	33
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus puniceus	3	8	46	6	25	8	20	48	10	27
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus radiopugnans	3	7	45	7	19	12	33	93	22	32
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus soli (ex Cha et al. 2016)	4	13	65	6	21	13	25	65	16	38
k__Bacteria;p__Deinococcota;c__Deinococci;o__Trueperales;f__Trueperaceae;g__Truepera;s__Truepera radiovictrix	14	36	119	21	43	28	63	260	35	70
